id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
33,BVB 09 Borussia Dortmund,Borussia Dortmund,BVB 09 Borussia Dortmund,bvb-09-borussia-dortmund,Germany,,1909,https://cdn.footystats.org/img/teams/germany-bvb-09-borussia-dortmund.png,,2015/2016,,https://footystats.org/clubs/germany/bvb-09-borussia-dortmund,,,2,2,103,Domestic League,4,BVB 09 Borussia Dortmund,[],https://www.bvb.de/eng
34,1. FSV Mainz 05,Mainz 05,1 FSV Mainz 05,1-fsv-mainz-05,Germany,,1905,https://cdn.footystats.org/img/teams/germany-1-fsv-mainz-05.png,,2015/2016,,https://footystats.org/clubs/germany/1-fsv-mainz-05,,,6,6,65,Domestic League,4,1. FSV Mainz 05,[],https://www.mainz05.de
35,FC Schalke 04,Schalke 04,FC Schalke 04,fc-schalke-04,Germany,,1904,https://cdn.footystats.org/img/teams/germany-fc-schalke-04.png,,2015/2016,,https://footystats.org/clubs/germany/fc-schalke-04,,,5,5,79,Domestic League,4,FC Schalke 04,[],https://schalke04.de/en/
36,Hamburger SV,Hamburger SV,Hamburger SV,hamburger-sv,Germany,,1887,https://cdn.footystats.org/img/teams/germany-hamburger-sv.png,,2015/2016,,https://footystats.org/clubs/germany/hamburger-sv,,,10,10,65,Domestic League,4,Hamburger SV,[],https://www.hsv.de/en/overview/
37,SV Werder Bremen,Werder Bremen,SV Werder Bremen,sv-werder-bremen,Germany,,1899,https://cdn.footystats.org/img/teams/germany-sv-werder-bremen.png,,2015/2016,,https://footystats.org/clubs/germany/sv-werder-bremen,,,13,13,91,Domestic League,4,SV Werder Bremen,[],https://www.werder.de/en
38,FC Bayern München,Bayern München,FC Bayern Munchen,fc-bayern-munchen,Germany,,1900,https://cdn.footystats.org/img/teams/germany-fc-bayern-munchen.png,,2015/2016,,https://footystats.org/clubs/germany/fc-bayern-munchen,,,1,1,82,Domestic League,4,FC Bayern München,[],https://fcbayern.com/en
39,Borussia VfL Mönchengladbach,Borussia M'gladbach,Borussia VfL Monchengladbach,borussia-vfl-monchengladbach,Germany,,1900,https://cdn.footystats.org/img/teams/germany-borussia-vfl-monchengladbach.png,,2015/2016,,https://footystats.org/clubs/germany/borussia-vfl-monchengladbach,,,4,4,112,Domestic League,4,Borussia VfL Mönchengladbach,[],https://www.borussia.de/english/home.html
40,Bayer 04 Leverkusen,Bayer Leverkusen,Bayer 04 Leverkusen,bayer-04-leverkusen,Germany,,1904,https://cdn.footystats.org/img/teams/germany-bayer-04-leverkusen.png,,2015/2016,,https://footystats.org/clubs/germany/bayer-04-leverkusen,,,3,3,82,Domestic League,4,Bayer 04 Leverkusen,[],https://www.bayer04.de/en-us
41,1. FC Köln,Köln,1 FC Koln,1-fc-koln,Germany,,1948,https://cdn.footystats.org/img/teams/germany-1-fc-koln.png,,2015/2016,,https://footystats.org/clubs/germany/1-fc-koln,,,9,9,62,Domestic League,4,1. FC Köln,[],https://fc.de/en/fc-info/home/
43,VfL Wolfsburg,Wolfsburg,VfL Wolfsburg,vfl-wolfsburg,Germany,,1945,https://cdn.footystats.org/img/teams/germany-vfl-wolfsburg.png,,2015/2016,,https://footystats.org/clubs/germany/vfl-wolfsburg,,,8,8,85,Domestic League,4,VfL Wolfsburg,[],https://www.vfl-wolfsburg.de/en/info.html
44,Eintracht Frankfurt,Eintracht Frankfurt,Eintracht Frankfurt,eintracht-frankfurt,Germany,,1899,https://cdn.footystats.org/img/teams/germany-eintracht-frankfurt.png,,2015/2016,,https://footystats.org/clubs/germany/eintracht-frankfurt,,,16,16,68,Domestic League,4,Eintracht Frankfurt,[],https://www.eintracht.de/
45,FC Ingolstadt 04,Ingolstadt,FC Ingolstadt 04,fc-ingolstadt-04,Germany,,2004,https://cdn.footystats.org/img/teams/germany-fc-ingolstadt-04.png,,2015/2016,,https://footystats.org/clubs/germany/fc-ingolstadt-04,,,11,11,59,Domestic League,4,FC Ingolstadt 04,[],https://www.fcingolstadt.de/home/
47,Hertha BSC,Hertha BSC,Hertha BSC,hertha-bsc,Germany,,1892,https://cdn.footystats.org/img/teams/germany-hertha-bsc.png,,2015/2016,,https://footystats.org/clubs/germany/hertha-bsc,,,7,7,50,Domestic League,4,Hertha BSC,[],https://www.herthabsc.de/en/
48,SV Darmstadt 1898,Darmstadt 98,SV Darmstadt 1898,sv-darmstadt-1898,Germany,,1898,https://cdn.footystats.org/img/teams/germany-sv-darmstadt-1898.png,,2015/2016,,https://footystats.org/clubs/germany/sv-darmstadt-1898,,,14,14,59,Domestic League,4,SV Darmstadt 1898,[],https://www.sv98.de/home/
49,TSG 1899 Hoffenheim,Hoffenheim,TSG 1899 Hoffenheim,tsg-1899-hoffenheim,Germany,,1899,https://cdn.footystats.org/img/teams/germany-tsg-1899-hoffenheim.png,,2015/2016,,https://footystats.org/clubs/germany/tsg-1899-hoffenheim,,,15,15,76,Domestic League,4,TSG 1899 Hoffenheim,[],https://www.achtzehn99.de/
50,FC Augsburg,Augsburg,FC Augsburg,fc-augsburg,Germany,,1907,https://cdn.footystats.org/img/teams/germany-fc-augsburg.png,,2015/2016,,https://footystats.org/clubs/germany/fc-augsburg,,,12,12,71,Domestic League,4,FC Augsburg,[],https://fcaugsburg.de/wns/?lang=en
51,VfB Stuttgart 1893,Stuttgart,VfB Stuttgart 1893,vfb-stuttgart-1893,Germany,,1893,https://cdn.footystats.org/img/teams/germany-vfb-stuttgart-1893.png,,2015/2016,,https://footystats.org/clubs/germany/vfb-stuttgart-1893,,,17,17,100,Domestic League,4,VfB Stuttgart 1893,[],https://www.vfb.de/en/
52,Hannoverscher Sportverein 1896,Hannover 96,Hannoverscher Sportverein 1896,hannoverscher-sportverein-1896,Germany,,1896,https://cdn.footystats.org/img/teams/germany-hannoverscher-sportverein-1896.png,,2015/2016,,https://footystats.org/clubs/germany/hannoverscher-sportverein-1896,,,18,18,62,Domestic League,4,Hannoverscher Sportverein 1896,[],https://www.hannover96.de/startseite.html
