id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
33,BVB 09 Borussia Dortmund,Borussia Dortmund,BVB 09 Borussia Dortmund,bvb-09-borussia-dortmund,Germany,,1909,https://cdn.footystats.org/img/teams/germany-bvb-09-borussia-dortmund.png,,2016/2017,,https://footystats.org/clubs/germany/bvb-09-borussia-dortmund,,,3,3,106,Domestic League,3,BVB 09 Borussia Dortmund,[],https://www.bvb.de/eng
34,1. FSV Mainz 05,Mainz 05,1 FSV Mainz 05,1-fsv-mainz-05,Germany,,1905,https://cdn.footystats.org/img/teams/germany-1-fsv-mainz-05.png,,2016/2017,,https://footystats.org/clubs/germany/1-fsv-mainz-05,,,15,15,82,Domestic League,3,1. FSV Mainz 05,[],https://www.mainz05.de
35,FC Schalke 04,Schalke 04,FC Schalke 04,fc-schalke-04,Germany,,1904,https://cdn.footystats.org/img/teams/germany-fc-schalke-04.png,,2016/2017,,https://footystats.org/clubs/germany/fc-schalke-04,,,10,10,85,Domestic League,3,FC Schalke 04,[],https://schalke04.de/en/
36,Hamburger SV,Hamburger SV,Hamburger SV,hamburger-sv,Germany,,1887,https://cdn.footystats.org/img/teams/germany-hamburger-sv.png,,2016/2017,,https://footystats.org/clubs/germany/hamburger-sv,,,14,14,71,Domestic League,3,Hamburger SV,[],https://www.hsv.de/en/overview/
37,SV Werder Bremen,Werder Bremen,SV Werder Bremen,sv-werder-bremen,Germany,,1899,https://cdn.footystats.org/img/teams/germany-sv-werder-bremen.png,,2016/2017,,https://footystats.org/clubs/germany/sv-werder-bremen,,,8,8,118,Domestic League,3,SV Werder Bremen,[],https://www.werder.de/en
38,FC Bayern München,Bayern München,FC Bayern Munchen,fc-bayern-munchen,Germany,,1900,https://cdn.footystats.org/img/teams/germany-fc-bayern-munchen.png,,2016/2017,,https://footystats.org/clubs/germany/fc-bayern-munchen,,,1,1,94,Domestic League,3,FC Bayern München,[],https://fcbayern.com/en
39,Borussia VfL Mönchengladbach,Borussia M'gladbach,Borussia VfL Monchengladbach,borussia-vfl-monchengladbach,Germany,,1900,https://cdn.footystats.org/img/teams/germany-borussia-vfl-monchengladbach.png,,2016/2017,,https://footystats.org/clubs/germany/borussia-vfl-monchengladbach,,,9,9,79,Domestic League,3,Borussia VfL Mönchengladbach,[],https://www.borussia.de/english/home.html
40,Bayer 04 Leverkusen,Bayer Leverkusen,Bayer 04 Leverkusen,bayer-04-leverkusen,Germany,,1904,https://cdn.footystats.org/img/teams/germany-bayer-04-leverkusen.png,,2016/2017,,https://footystats.org/clubs/germany/bayer-04-leverkusen,,,12,12,85,Domestic League,3,Bayer 04 Leverkusen,[],https://www.bayer04.de/en-us
41,1. FC Köln,Köln,1 FC Koln,1-fc-koln,Germany,,1948,https://cdn.footystats.org/img/teams/germany-1-fc-koln.png,,2016/2017,,https://footystats.org/clubs/germany/1-fc-koln,,,5,5,65,Domestic League,3,1. FC Köln,[],https://fc.de/en/fc-info/home/
42,SC Freiburg,Freiburg,SC Freiburg,sc-freiburg,Germany,,1904,https://cdn.footystats.org/img/teams/germany-sc-freiburg.png,,2016/2017,,https://footystats.org/clubs/germany/sc-freiburg,,,7,7,76,Domestic League,3,SC Freiburg,[],https://www.scfreiburg.com/
43,VfL Wolfsburg,Wolfsburg,VfL Wolfsburg,vfl-wolfsburg,Germany,,1945,https://cdn.footystats.org/img/teams/germany-vfl-wolfsburg.png,,2016/2017,,https://footystats.org/clubs/germany/vfl-wolfsburg,,,16,16,68,Domestic League,3,VfL Wolfsburg,[],https://www.vfl-wolfsburg.de/en/info.html
44,Eintracht Frankfurt,Eintracht Frankfurt,Eintracht Frankfurt,eintracht-frankfurt,Germany,,1899,https://cdn.footystats.org/img/teams/germany-eintracht-frankfurt.png,,2016/2017,,https://footystats.org/clubs/germany/eintracht-frankfurt,,,11,11,56,Domestic League,3,Eintracht Frankfurt,[],https://www.eintracht.de/
45,FC Ingolstadt 04,Ingolstadt,FC Ingolstadt 04,fc-ingolstadt-04,Germany,,2004,https://cdn.footystats.org/img/teams/germany-fc-ingolstadt-04.png,,2016/2017,,https://footystats.org/clubs/germany/fc-ingolstadt-04,,,17,17,74,Domestic League,3,FC Ingolstadt 04,[],https://www.fcingolstadt.de/home/
46,Rasen Ballsport Leipzig,RB Leipzig,Rasen Ballsport Leipzig,rasen-ballsport-leipzig,Germany,,2009,https://cdn.footystats.org/img/teams/germany-rasen-ballsport-leipzig.png,,2016/2017,,https://footystats.org/clubs/germany/rasen-ballsport-leipzig,,,2,2,71,Domestic League,3,Rasen Ballsport Leipzig,[],https://www.dierotenbullen.com/
47,Hertha BSC,Hertha BSC,Hertha BSC,hertha-bsc,Germany,,1892,https://cdn.footystats.org/img/teams/germany-hertha-bsc.png,,2016/2017,,https://footystats.org/clubs/germany/hertha-bsc,,,6,6,62,Domestic League,3,Hertha BSC,[],https://www.herthabsc.de/en/
48,SV Darmstadt 1898,Darmstadt 98,SV Darmstadt 1898,sv-darmstadt-1898,Germany,,1898,https://cdn.footystats.org/img/teams/germany-sv-darmstadt-1898.png,,2016/2017,,https://footystats.org/clubs/germany/sv-darmstadt-1898,,,18,18,65,Domestic League,3,SV Darmstadt 1898,[],https://www.sv98.de/home/
49,TSG 1899 Hoffenheim,Hoffenheim,TSG 1899 Hoffenheim,tsg-1899-hoffenheim,Germany,,1899,https://cdn.footystats.org/img/teams/germany-tsg-1899-hoffenheim.png,,2016/2017,,https://footystats.org/clubs/germany/tsg-1899-hoffenheim,,,4,4,82,Domestic League,3,TSG 1899 Hoffenheim,[],https://www.achtzehn99.de/
