id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
1,Montreal Impact,Montreal Impact,Montreal Impact,montreal-impact,Canada,,2010,https://cdn.footystats.org/img/teams/canada-montreal-impact.png,,2016,,https://footystats.org/clubs/canada/montreal-impact,,,5,7,69,Domestic League,1,Montreal Impact,[],https://www.impactmontreal.com/en
2,New York City FC,New York City,New York City FC,new-york-city-fc,USA,,2013,https://cdn.footystats.org/img/teams/usa-new-york-city-fc.png,,2016,,https://footystats.org/clubs/usa/new-york-city-fc,,,2,8,108,Domestic League,1,New York City FC,[],https://www.nycfc.com/
4,New York Red Bulls,New York RB,New York Red Bulls,new-york-red-bulls,USA,,1995,https://cdn.footystats.org/img/teams/usa-new-york-red-bulls.png,,2016,,https://footystats.org/clubs/usa/new-york-red-bulls,,,1,6,94,Domestic League,1,New York Red Bulls,[],https://www.newyorkredbulls.com
5,Vancouver Whitecaps FC,Vancouver Whitecaps,Vancouver Whitecaps FC,vancouver-whitecaps-fc,Canada,,1986,https://cdn.footystats.org/img/teams/canada-vancouver-whitecaps-fc.png,,2016,,https://footystats.org/clubs/canada/vancouver-whitecaps-fc,,,8,16,65,Domestic League,1,Vancouver Whitecaps FC,[],https://www.whitecapsfc.com/
6,Houston Dynamo,Houston Dynamo,Houston Dynamo,houston-dynamo,USA,,2005,https://cdn.footystats.org/img/teams/usa-houston-dynamo.png,,2016,,https://footystats.org/clubs/usa/houston-dynamo,,,10,19,62,Domestic League,1,Houston Dynamo,[],https://www.houstondynamo.com/
7,Chicago Fire,Chicago Fire,Chicago Fire,chicago-fire,USA,,1997,https://cdn.footystats.org/img/teams/usa-chicago-fire.png,,2016,,https://footystats.org/clubs/usa/chicago-fire,,,10,20,79,Domestic League,1,Chicago Fire,[],https://www.chicago-fire.com/
8,Sporting Kansas City,Sporting KC,Sporting Kansas City,sporting-kansas-city,USA,,1995,https://cdn.footystats.org/img/teams/usa-sporting-kansas-city.png,,2016,,https://footystats.org/clubs/usa/sporting-kansas-city,,,5,9,54,Domestic League,1,Sporting Kansas City,[],https://www.sportingkc.com/
9,Columbus Crew,Columbus Crew,Columbus Crew,columbus-crew,USA,,1996,https://cdn.footystats.org/img/teams/usa-columbus-crew.png,,2016,,https://footystats.org/clubs/usa/columbus-crew,,,9,18,94,Domestic League,1,Columbus Crew,[],https://www.columbuscrewsc.com/
10,LA Galaxy,LA Galaxy,LA Galaxy,la-galaxy,USA,,1995,https://cdn.footystats.org/img/teams/usa-la-galaxy.png,,2016,,https://footystats.org/clubs/usa/la-galaxy,,,3,5,89,Domestic League,1,LA Galaxy,['Los Angeles Galaxy'],https://www.lagalaxy.com/
11,New England Revolution,New England Revolution,New England Revolution,new-england-revolution,USA,,1995,https://cdn.footystats.org/img/teams/usa-new-england-revolution.png,,2016,,https://footystats.org/clubs/usa/new-england-revolution,,,7,14,65,Domestic League,1,New England Revolution,[],https://www.revolutionsoccer.net/
12,Colorado Rapids,Colorado Rapids,Colorado Rapids,colorado-rapids,USA,,1996,https://cdn.footystats.org/img/teams/usa-colorado-rapids.png,,2016,,https://footystats.org/clubs/usa/colorado-rapids,,,2,4,47,Domestic League,1,Colorado Rapids,[],https://www.coloradorapids.com/
13,FC Dallas,FC Dallas,FC Dallas,fc-dallas,USA,,1996,https://cdn.footystats.org/img/teams/usa-fc-dallas.png,,2016,,https://footystats.org/clubs/usa/fc-dallas,,,1,2,75,Domestic League,1,FC Dallas,[],https://www.fcdallas.com/
14,Real Salt Lake,Real Salt Lake,Real Salt Lake,real-salt-lake,USA,,2004,https://cdn.footystats.org/img/teams/usa-real-salt-lake.png,,2016,,https://footystats.org/clubs/usa/real-salt-lake,,,6,11,86,Domestic League,1,Real Salt Lake,[],https://www.rsl.com/
