id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
59,Arsenal FC,Arsenal,Arsenal FC,arsenal-fc,England,,1886,https://cdn.footystats.org/img/teams/england-arsenal-fc.png,,2010/2011,,https://footystats.org/clubs/england/arsenal-fc,,,4,4,103,Domestic League,3121,Arsenal FC,[],https://www.arsenal.com/
92,Tottenham Hotspur FC,Tottenham Hotspur,Tottenham Hotspur FC,tottenham-hotspur-fc,England,,1882,https://cdn.footystats.org/img/teams/england-tottenham-hotspur-fc.png,,2010/2011,,https://footystats.org/clubs/england/tottenham-hotspur-fc,,,5,5,68,Domestic League,3121,Tottenham Hotspur FC,[],https://www.tottenhamhotspur.com/
93,Manchester City FC,Manchester City,Manchester City FC,manchester-city-fc,England,,1880,https://cdn.footystats.org/img/teams/england-manchester-city-fc.png,,2010/2011,,https://footystats.org/clubs/england/manchester-city-fc,,,3,3,66,Domestic League,3121,Manchester City FC,['Man City'],https://www.mancity.com/
141,Stoke City FC,Stoke City,Stoke City FC,stoke-city-fc,England,,1868,https://cdn.footystats.org/img/teams/england-stoke-city-fc.png,,2010/2011,,https://footystats.org/clubs/england/stoke-city-fc,,,13,13,53,Domestic League,3121,Stoke City FC,[],https://www.stokecityfc.com/
142,West Bromwich Albion FC,West Bromwich Albion,West Bromwich Albion FC,west-bromwich-albion-fc,England,,1878,https://cdn.footystats.org/img/teams/england-west-bromwich-albion-fc.png,,2010/2011,,https://footystats.org/clubs/england/west-bromwich-albion-fc,,,11,11,103,Domestic League,3121,West Bromwich Albion FC,['West Brom'],https://www.wba.co.uk/
144,Everton FC,Everton,Everton FC,everton-fc,England,,1878,https://cdn.footystats.org/img/teams/england-everton-fc.png,,2010/2011,,https://footystats.org/clubs/england/everton-fc,,,7,7,66,Domestic League,3121,Everton FC,[],https://www.evertonfc.com/
149,Manchester United FC,Manchester United,Manchester United FC,manchester-united-fc,England,,1878,https://cdn.footystats.org/img/teams/england-manchester-united-fc.png,,2010/2011,,https://footystats.org/clubs/england/manchester-united-fc,,,1,1,82,Domestic League,3121,Manchester United FC,['Man Utd'],https://www.manutd.com/
151,Liverpool FC,Liverpool,Liverpool FC,liverpool-fc,England,,1892,https://cdn.footystats.org/img/teams/england-liverpool-fc.png,,2010/2011,,https://footystats.org/clubs/england/liverpool-fc,,,6,6,61,Domestic League,3121,Liverpool FC,[],https://www.liverpoolfc.com/
152,Chelsea FC,Chelsea,Chelsea FC,chelsea-fc,England,,1905,https://cdn.footystats.org/img/teams/england-chelsea-fc.png,,2010/2011,,https://footystats.org/clubs/england/chelsea-fc,,,2,2,61,Domestic League,3121,Chelsea FC,[],https://www.chelseafc.com/en
153,West Ham United FC,West Ham United,West Ham United FC,west-ham-united-fc,England,,1895,https://cdn.footystats.org/img/teams/england-west-ham-united-fc.png,,2010/2011,,https://footystats.org/clubs/england/west-ham-united-fc,,,20,20,71,Domestic League,3121,West Ham United FC,[],https://www.whufc.com/
156,Sunderland AFC,Sunderland,Sunderland AFC,sunderland-afc,England,,1879,https://cdn.footystats.org/img/teams/england-sunderland-afc.png,,2010/2011,,https://footystats.org/clubs/england/sunderland-afc,,,10,10,66,Domestic League,3121,Sunderland AFC,[],https://www.safc.com/
157,Newcastle United FC,Newcastle United,Newcastle United FC,newcastle-united-fc,England,,1892,https://cdn.footystats.org/img/teams/england-newcastle-united-fc.png,,2010/2011,,https://footystats.org/clubs/england/newcastle-united-fc,,,12,12,87,Domestic League,3121,Newcastle United FC,[],https://www.nufc.co.uk/
158,Aston Villa FC,Aston Villa,Aston Villa FC,aston-villa-fc,England,,1874,https://cdn.footystats.org/img/teams/england-aston-villa-fc.png,,2010/2011,,https://footystats.org/clubs/england/aston-villa-fc,,,9,9,82,Domestic League,3121,Aston Villa FC,[],https://www.avfc.co.uk/
162,Fulham FC,Fulham,Fulham FC,fulham-fc,England,,1879,https://cdn.footystats.org/img/teams/england-fulham-fc.png,,2010/2011,,https://footystats.org/clubs/england/fulham-fc,,,8,8,58,Domestic League,3121,Fulham FC,[],https://www.fulhamfc.com/
206,Birmingham City FC,Birmingham City,Birmingham City FC,birmingham-city-fc,England,,1875,https://cdn.footystats.org/img/teams/england-birmingham-city-fc.png,,2010/2011,,https://footystats.org/clubs/england/birmingham-city-fc,,,18,18,66,Domestic League,3121,Birmingham City FC,[],https://www.bcfc.com/
216,Blackburn Rovers FC,Blackburn Rovers,Blackburn Rovers FC,blackburn-rovers-fc,England,,1875,https://cdn.footystats.org/img/teams/england-blackburn-rovers-fc.png,,2010/2011,,https://footystats.org/clubs/england/blackburn-rovers-fc,,,15,15,82,Domestic League,3121,Blackburn Rovers FC,['Blackburn'],https://www.rovers.co.uk/
221,Wigan Athletic FC,Wigan Athletic,Wigan Athletic FC,wigan-athletic-fc,England,,1932,https://cdn.footystats.org/img/teams/england-wigan-athletic-fc.png,,2010/2011,,https://footystats.org/clubs/england/wigan-athletic-fc,,,16,16,71,Domestic League,3121,Wigan Athletic FC,[],https://wiganathletic.com/
223,Wolverhampton Wanderers FC,Wolverhampton Wanderers,Wolverhampton Wanderers FC,wolverhampton-wanderers-fc,England,,1877,https://cdn.footystats.org/img/teams/england-wolverhampton-wanderers-fc.png,,2010/2011,,https://footystats.org/clubs/england/wolverhampton-wanderers-fc,,,17,17,71,Domestic League,3121,Wolverhampton Wanderers FC,['Wolves'],http://www.wolves.co.uk/
226,Bolton Wanderers FC,Bolton Wanderers,Bolton Wanderers FC,bolton-wanderers-fc,England,,1874,https://cdn.footystats.org/img/teams/england-bolton-wanderers-fc.png,,2010/2011,,https://footystats.org/clubs/england/bolton-wanderers-fc,,,14,14,61,Domestic League,3121,Bolton Wanderers FC,['Bolton'],https://www.bwfc.co.uk/
228,Blackpool FC,Blackpool,Blackpool FC,blackpool-fc,England,,1887,https://cdn.footystats.org/img/teams/england-blackpool-fc.png,,2010/2011,,https://footystats.org/clubs/england/blackpool-fc,,,19,19,100,Domestic League,3121,Blackpool FC,[],https://www.blackpoolfc.co.uk/
