id,name,cleanName,english_name,shortHand,country,continent,founded,image,flag_element,season,seasonClean,url,stadium_name,stadium_address,table_position,performance_rank,risk,season_format,competition_id,full_name,alt_names,official_sites.
59,Arsenal FC,Arsenal,Arsenal FC,arsenal-fc,England,,1886,https://cdn.footystats.org/img/teams/england-arsenal-fc.png,,2016/2017,,https://footystats.org/clubs/england/arsenal-fc,,,5,5,100,Domestic League,9,Arsenal FC,[],https://www.arsenal.com/
92,Tottenham Hotspur FC,Tottenham Hotspur,Tottenham Hotspur FC,tottenham-hotspur-fc,England,,1882,https://cdn.footystats.org/img/teams/england-tottenham-hotspur-fc.png,,2016/2017,,https://footystats.org/clubs/england/tottenham-hotspur-fc,,,2,2,95,Domestic League,9,Tottenham Hotspur FC,[],https://www.tottenhamhotspur.com/
93,Manchester City FC,Manchester City,Manchester City FC,manchester-city-fc,England,,1880,https://cdn.footystats.org/img/teams/england-manchester-city-fc.png,,2016/2017,,https://footystats.org/clubs/england/manchester-city-fc,,,3,3,87,Domestic League,9,Manchester City FC,['Man City'],https://www.mancity.com/
108,Leicester City FC,Leicester City,Leicester City FC,leicester-city-fc,England,,1884,https://cdn.footystats.org/img/teams/england-leicester-city-fc.png,,2016/2017,,https://footystats.org/clubs/england/leicester-city-fc,,,12,12,79,Domestic League,9,Leicester City FC,['Leicester'],https://www.lcfc.com/
141,Stoke City FC,Stoke City,Stoke City FC,stoke-city-fc,England,,1868,https://cdn.footystats.org/img/teams/england-stoke-city-fc.png,,2016/2017,,https://footystats.org/clubs/england/stoke-city-fc,,,13,13,66,Domestic League,9,Stoke City FC,[],https://www.stokecityfc.com/
142,West Bromwich Albion FC,West Bromwich Albion,West Bromwich Albion FC,west-bromwich-albion-fc,England,,1878,https://cdn.footystats.org/img/teams/england-west-bromwich-albion-fc.png,,2016/2017,,https://footystats.org/clubs/england/west-bromwich-albion-fc,,,10,10,58,Domestic League,9,West Bromwich Albion FC,['West Brom'],https://www.wba.co.uk/
143,Crystal Palace FC,Crystal Palace,Crystal Palace FC,crystal-palace-fc,England,,1905,https://cdn.footystats.org/img/teams/england-crystal-palace-fc.png,,2016/2017,,https://footystats.org/clubs/england/crystal-palace-fc,,,14,14,76,Domestic League,9,Crystal Palace FC,[],https://www.cpfc.co.uk/
144,Everton FC,Everton,Everton FC,everton-fc,England,,1878,https://cdn.footystats.org/img/teams/england-everton-fc.png,,2016/2017,,https://footystats.org/clubs/england/everton-fc,,,7,7,68,Domestic League,9,Everton FC,[],https://www.evertonfc.com/
145,Burnley FC,Burnley,Burnley FC,burnley-fc,England,,1882,https://cdn.footystats.org/img/teams/england-burnley-fc.png,,2016/2017,,https://footystats.org/clubs/england/burnley-fc,,,16,16,50,Domestic League,9,Burnley FC,[],https://www.burnleyfootballclub.com/
146,Southampton FC,Southampton,Southampton FC,southampton-fc,England,,1885,https://cdn.footystats.org/img/teams/england-southampton-fc.png,,2016/2017,,https://footystats.org/clubs/england/southampton-fc,,,8,8,66,Domestic League,9,Southampton FC,[],https://www.southamptonfc.com/
